,sex,age,marital_status,number_of_dependants,annual_income,account_type,credit_limit,number_of_accounts,months_since_openning,outstanding_balance,utilisation_ratio,total_amount_of_transactions,total_number_of_transactions,number_of_contacts_over_12_months,months_inactive_over_12_months,Predicted
1124,F,50,Single,3,Unknown,Silver,3187.0,2,36,986,0.309,2381,47,3,3,1
1125,F,37,Married,5,$50K - $70K,Gold,19055.0,1,36,2517,0.132,15091,124,2,1,0
1126,M,53,Married,3,$70K - $90K,Silver,1438.3,2,42,0,0.0,4722,81,1,5,0
1127,F,47,Married,5,$50K - $70K,Silver,4748.0,6,40,1008,0.212,3197,70,1,1,0
1128,M,46,Single,2,$90K - $110K,Silver,14310.0,4,34,694,0.048,1254,34,2,3,0
1129,M,51,Married,3,$90K - $110K,Silver,11765.0,1,46,1429,0.121,8914,99,1,3,0
1130,M,39,Divorced,1,$90K - $110K,Silver,3766.0,6,34,1049,0.279,1514,51,3,1,0
1131,M,30,Divorced,2,$50K - $70K,Silver,3143.0,3,22,1075,0.342,2510,57,4,3,0
1132,F,49,Divorced,4,Less than $50K,Silver,1838.0,2,37,1155,0.628,7688,93,1,6,0
1133,F,36,Married,2,Less than $50K,Silver,3182.0,4,26,2435,0.765,1670,30,4,1,0
1134,F,44,Single,3,Less than $50K,Silver,2085.0,2,25,1528,0.733,3805,79,1,1,0
1135,M,47,Married,2,$70K - $90K,Silver,9300.0,4,36,769,0.083,3651,67,2,1,0
1136,F,40,Married,4,Less than $50K,Silver,1438.3,6,36,0,0.0,3308,54,2,1,0
1137,M,48,Single,1,$90K - $110K,Silver,2754.0,1,36,2152,0.781,13991,125,1,3,0
1138,F,50,Married,4,Less than $50K,Silver,2407.0,2,36,1102,0.458,4543,71,3,4,0
1139,M,43,Married,5,$110K and Over,Silver,22355.0,6,36,2179,0.097,14268,99,4,2,0
1140,F,65,Single,0,Less than $50K,Silver,5951.0,3,56,2517,0.423,4554,83,2,3,0
1141,F,55,Single,1,Less than $50K,Silver,7982.0,5,36,897,0.112,4387,71,3,2,0
1142,M,45,Single,5,$70K - $90K,Silver,20633.0,1,32,1989,0.096,7570,91,1,2,0
1143,M,42,Single,2,$70K - $90K,Silver,8083.0,5,36,0,0.0,3942,84,2,3,0
1144,F,47,Unknown,5,Unknown,Silver,3127.0,4,34,2094,0.67,4518,86,3,1,0
1145,F,50,Married,3,Unknown,Silver,11343.0,2,34,0,0.0,8027,94,3,3,0
1146,F,56,Single,3,Less than $50K,Silver,1632.0,1,39,0,0.0,2509,47,4,3,1
1147,F,49,Married,3,$50K - $70K,Silver,5918.0,6,36,842,0.142,1292,26,2,2,0
1148,F,44,Single,3,$50K - $70K,Silver,3410.0,4,37,1110,0.326,5102,63,1,1,0
1149,F,49,Single,4,Less than $50K,Silver,2162.0,4,42,1882,0.87,3825,70,4,3,0
1150,F,60,Married,0,$50K - $70K,Silver,3361.0,4,48,2473,0.736,4589,69,1,2,0
1151,M,48,Married,3,$90K - $110K,Gold,34516.0,6,36,0,0.0,1733,54,2,2,0
1152,F,56,Married,2,Unknown,Silver,1796.0,4,51,1243,0.692,4316,87,3,1,0
1153,F,52,Married,2,Unknown,Silver,3456.0,6,44,2219,0.642,1332,24,2,3,0
1154,M,38,Single,4,$110K and Over,Silver,34516.0,3,31,0,0.0,15611,127,3,2,0
1155,M,46,Single,3,$110K and Over,Silver,5155.0,5,34,868,0.168,3535,57,2,3,0
1156,M,41,Single,4,$50K - $70K,Silver,6507.0,3,36,1452,0.223,4544,89,1,1,0
1157,M,43,Single,2,$70K - $90K,Silver,17306.0,2,36,0,0.0,6205,65,3,3,1
1158,M,31,Married,0,$90K - $110K,Silver,32791.0,2,36,1607,0.049,13177,106,3,3,0
1159,F,37,Married,3,Less than $50K,Silver,1910.0,5,26,1164,0.609,2028,39,2,3,0
1160,F,34,Single,3,$50K - $70K,Silver,2313.0,3,27,1775,0.767,4317,68,4,2,0
1161,M,50,Married,1,$70K - $90K,Gold,6224.0,1,37,777,0.125,13503,112,1,1,0
1162,F,51,Married,1,Unknown,Silver,6182.0,3,38,1516,0.245,3801,61,4,2,0
1163,M,36,Single,2,$110K and Over,Silver,11791.0,4,36,1168,0.099,14885,101,2,1,0
1164,F,36,Divorced,0,$50K - $70K,Silver,2190.0,1,30,0,0.0,1412,38,4,3,1
1165,F,44,Married,3,Less than $50K,Silver,2279.0,3,36,1837,0.806,2789,52,6,4,1
1166,M,32,Married,0,$70K - $90K,Silver,4469.0,6,25,2331,0.522,8314,67,2,2,1
1167,F,48,Married,4,$50K - $70K,Silver,1438.3,4,43,0,0.0,2520,45,2,2,1
1168,M,47,Married,5,$50K - $70K,Silver,6043.0,4,36,0,0.0,4256,78,2,3,0
1169,F,43,Single,3,$50K - $70K,Silver,2434.0,4,33,1169,0.48,4739,76,3,3,0
1170,M,41,Married,3,$90K - $110K,Silver,9959.0,3,31,1946,0.195,15594,114,2,2,0
1171,M,57,Married,5,$90K - $110K,Silver,13427.0,4,50,0,0.0,1337,27,3,2,0
1172,F,44,Single,3,$50K - $70K,Silver,2245.0,3,34,1342,0.598,4624,87,3,3,0
1173,M,46,Single,5,$70K - $90K,Silver,24512.0,3,36,766,0.031,4561,78,2,3,0
1174,M,43,Married,4,$70K - $90K,Silver,23457.0,1,31,2517,0.107,7370,96,2,1,0
1175,F,61,Married,0,Less than $50K,Silver,3156.0,3,48,2155,0.683,1376,44,3,3,0
1176,F,42,Unknown,2,Less than $50K,Silver,2483.0,6,23,1297,0.522,3478,64,1,3,0
1177,F,47,Married,3,$50K - $70K,Silver,6602.0,4,41,1224,0.185,3163,73,4,1,0
1178,F,62,Unknown,0,Less than $50K,Silver,5210.0,4,51,0,0.0,2162,36,3,2,1
1179,M,42,Unknown,4,$90K - $110K,Silver,2447.0,6,36,2195,0.897,4544,80,1,5,0
1180,M,65,Married,0,Less than $50K,Silver,2416.0,3,46,1499,0.62,2372,53,2,2,0
1181,F,48,Single,4,Unknown,Silver,23939.0,2,36,1419,0.059,14812,101,1,3,0
1182,M,46,Married,5,$110K and Over,Silver,32926.0,1,42,1540,0.047,8231,98,3,1,0
1183,F,27,Married,0,Less than $50K,Silver,2042.0,4,17,1567,0.767,5146,78,2,2,0
1184,M,44,Single,4,$70K - $90K,Silver,10534.0,3,25,0,0.0,3456,72,2,3,0
1185,F,37,Married,2,$50K - $70K,Silver,1959.0,5,36,662,0.338,3046,52,2,3,0
1186,F,45,Divorced,2,Less than $50K,Silver,3855.0,6,33,1188,0.308,3885,83,3,3,0
1187,M,40,Married,4,$90K - $110K,Silver,2165.0,3,36,1465,0.677,3672,64,2,3,0
1188,F,33,Married,0,Less than $50K,Silver,1438.3,4,28,0,0.0,2914,70,4,2,0
1189,F,34,Married,4,$50K - $70K,Silver,2432.0,6,28,851,0.35,4760,69,0,1,0
1190,M,48,Married,4,$70K - $90K,Silver,8737.0,5,43,1629,0.186,3876,55,3,3,0
1191,M,55,Single,2,$90K - $110K,Gold,34516.0,5,36,1316,0.038,3542,60,1,1,0
1192,F,50,Married,1,Less than $50K,Silver,4204.0,6,36,499,0.119,4740,67,2,2,0
1193,F,43,Single,3,Less than $50K,Silver,3849.0,2,36,1281,0.333,7930,90,2,2,0
1194,M,50,Married,2,$50K - $70K,Silver,5426.0,3,36,1478,0.272,1266,22,3,1,0
1195,F,53,Single,1,Less than $50K,Silver,2240.0,3,46,1601,0.715,3795,70,4,6,0
1196,F,52,Married,3,Less than $50K,Silver,2280.0,6,47,1170,0.513,1924,50,2,3,0
1197,F,55,Single,5,Less than $50K,Silver,2177.0,6,49,1472,0.676,5228,77,1,2,0
1198,F,49,Married,1,Unknown,Silver,5455.0,1,39,2091,0.383,4349,58,3,1,0
1199,F,51,Married,2,Less than $50K,Silver,5207.0,5,46,1650,0.317,1339,20,2,2,0
1200,F,45,Unknown,4,Unknown,Silver,3416.0,4,36,727,0.213,4121,83,3,1,0
1201,F,52,Married,2,$50K - $70K,Silver,2396.0,5,36,1663,0.694,4569,70,1,3,0
1202,M,44,Married,3,$70K - $90K,Silver,15043.0,1,24,0,0.0,7234,83,3,1,0
1203,F,54,Unknown,0,Less than $50K,Silver,2223.0,4,34,632,0.284,2538,49,3,3,1
1204,F,40,Single,2,Less than $50K,Silver,5989.0,4,36,0,0.0,5843,60,3,2,1
1205,M,39,Married,3,$70K - $90K,Silver,2187.0,4,29,0,0.0,2031,40,4,3,0
1206,F,34,Single,2,Less than $50K,Silver,2791.0,3,36,2160,0.774,2214,56,2,3,0
1207,M,55,Married,2,$70K - $90K,Silver,8863.0,4,48,1301,0.147,1512,27,2,3,0
1208,F,47,Unknown,3,$50K - $70K,Silver,3979.0,6,36,1319,0.331,4598,67,2,1,0
1209,F,40,Married,5,$50K - $70K,Silver,2803.0,1,24,1747,0.623,5089,71,2,1,0
1210,F,65,Single,0,Less than $50K,Silver,1438.3,5,56,0,0.0,2249,61,3,3,0
1211,M,46,Divorced,4,$70K - $90K,Silver,5397.0,4,41,2336,0.433,4734,96,1,2,0
1212,F,47,Single,3,$50K - $70K,Silver,1963.0,4,34,1524,0.776,3492,59,3,1,0
1213,F,52,Married,4,Less than $50K,Silver,2143.0,1,36,0,0.0,1353,36,5,4,1
1214,M,50,Single,3,$110K and Over,Silver,27876.0,5,36,557,0.02,4654,88,4,3,0
1215,F,52,Unknown,2,Less than $50K,Silver,2743.0,2,40,1705,0.622,6993,97,3,1,0
1216,F,40,Single,4,Less than $50K,Silver,1438.3,4,25,0,0.0,2493,42,3,2,1
1217,M,48,Married,4,$90K - $110K,Silver,26443.0,3,36,1601,0.061,1593,36,2,3,0
1218,M,53,Married,2,$90K - $110K,Silver,3610.0,5,36,1629,0.451,1652,40,2,1,0
1219,M,52,Married,2,$90K - $110K,Gold,34516.0,5,45,1938,0.056,2275,46,2,4,0
1220,F,46,Married,1,$50K - $70K,Silver,2933.0,6,26,1569,0.535,4956,92,0,3,0
1221,F,52,Married,2,Less than $50K,Silver,2451.0,6,36,1733,0.707,5283,90,1,3,0
1222,F,31,Single,0,Less than $50K,Silver,2787.0,4,17,1761,0.632,4358,89,3,2,0
1223,M,36,Unknown,1,$50K - $70K,Silver,6893.0,2,36,1462,0.212,4782,50,3,3,1
1224,M,63,Married,1,$50K - $70K,Silver,6128.0,4,53,1895,0.309,1700,42,2,1,0
1225,M,39,Married,4,$70K - $90K,Diamond,34516.0,4,36,2517,0.073,8248,66,2,3,1
1226,F,51,Married,3,$50K - $70K,Gold,16406.0,4,44,0,0.0,4075,75,3,2,0
1227,M,50,Single,2,$90K - $110K,Silver,5965.0,2,46,622,0.104,4637,91,2,3,0
1228,M,40,Single,4,$70K - $90K,Silver,20929.0,2,26,1652,0.079,4001,76,3,2,0
1229,F,55,Married,0,Less than $50K,Silver,2041.0,4,51,1885,0.924,2118,48,1,3,0
1230,M,49,Married,3,$90K - $110K,Silver,10155.0,4,42,1805,0.178,1685,49,2,1,0
1231,M,64,Married,0,$50K - $70K,Silver,4234.0,3,56,1893,0.447,1439,42,2,2,0
1232,F,53,Married,3,Unknown,Silver,12059.0,6,40,1978,0.164,1836,36,1,3,0
1233,M,47,Married,3,$70K - $90K,Silver,11919.0,2,36,2347,0.197,8257,96,1,3,0
1234,M,29,Divorced,0,$90K - $110K,Silver,3544.0,6,14,0,0.0,2435,63,3,3,0
1235,M,29,Married,2,$50K - $70K,Silver,4626.0,3,17,1232,0.266,14740,102,3,1,0
1236,F,43,Married,3,Less than $50K,Silver,1530.0,2,38,0,0.0,5138,84,2,2,0
1237,F,41,Single,2,Less than $50K,Silver,2701.0,6,29,1839,0.681,4406,80,0,3,0
1238,M,46,Married,1,$70K - $90K,Silver,20459.0,3,36,2071,0.101,1767,38,2,2,0
1239,F,49,Married,2,Less than $50K,Silver,5242.0,6,34,1465,0.279,4098,68,4,2,0
1240,F,47,Single,2,Less than $50K,Silver,1580.0,5,39,620,0.392,4384,70,2,3,0
1241,F,46,Married,4,Less than $50K,Silver,8318.0,4,28,2517,0.303,2427,52,3,2,0
1242,F,43,Single,3,Unknown,Silver,16583.0,2,37,1797,0.108,7823,87,1,3,0
1243,M,36,Married,3,$50K - $70K,Silver,2220.0,6,31,1337,0.602,1685,44,4,2,0
1244,F,40,Single,3,Less than $50K,Silver,7207.0,5,33,2002,0.278,3825,70,1,3,0
1245,M,50,Married,1,$70K - $90K,Silver,4702.0,6,34,0,0.0,1673,44,4,3,0
1246,M,67,Married,1,$50K - $70K,Silver,3106.0,4,49,1675,0.539,1512,38,2,3,0
1247,M,39,Married,3,$50K - $70K,Silver,3478.0,4,28,0,0.0,2133,54,4,3,1
1248,F,60,Married,1,Less than $50K,Silver,1913.0,5,36,1272,0.665,1448,22,0,1,0
1249,F,55,Single,2,Unknown,Silver,1438.3,1,49,0,0.0,2278,57,6,0,1
1250,M,55,Single,3,$110K and Over,Silver,34516.0,3,51,1266,0.037,1161,26,3,1,0
1251,M,49,Married,4,$50K - $70K,Silver,1438.3,5,39,0,0.0,3691,77,2,1,0
1252,M,49,Married,4,$70K - $90K,Silver,3343.0,3,44,1581,0.473,1545,31,1,1,0
1253,M,51,Married,2,$110K and Over,Silver,24221.0,3,42,1707,0.07,1678,40,0,3,0
1254,F,36,Single,2,Less than $50K,Silver,8087.0,6,36,1263,0.156,2429,69,5,2,0
1255,F,52,Single,2,Less than $50K,Silver,6265.0,3,34,1677,0.268,8162,89,3,3,0
1256,M,41,Married,4,$70K - $90K,Silver,4573.0,3,29,0,0.0,3776,70,2,2,0
1257,F,51,Single,2,$50K - $70K,Silver,1438.3,5,45,869,0.604,4124,59,3,1,0
1258,M,55,Married,1,$70K - $90K,Silver,1438.3,2,46,0,0.0,888,18,3,2,1
1259,F,56,Single,3,Less than $50K,Silver,2535.0,4,36,1699,0.67,4497,68,0,3,0
1260,M,45,Married,2,$90K - $110K,Silver,12518.0,5,34,1539,0.123,1165,33,2,5,0
1261,F,29,Single,2,Unknown,Silver,23125.0,4,18,1236,0.053,2536,69,2,1,0
1262,M,49,Single,0,$90K - $110K,Silver,2221.0,2,39,1291,0.581,8618,98,3,1,0
1263,F,46,Single,4,Less than $50K,Silver,2722.0,5,35,1473,0.541,3129,69,3,2,0
1264,F,52,Married,3,Less than $50K,Silver,2814.0,6,46,2162,0.768,4271,88,3,5,0
1265,M,36,Divorced,4,$110K and Over,Silver,34516.0,4,31,1491,0.043,2243,60,4,3,0
1266,F,30,Single,1,Less than $50K,Silver,3955.0,3,23,2352,0.595,16423,109,2,2,0
1267,M,46,Married,2,$110K and Over,Silver,19727.0,5,36,1785,0.09,1245,25,2,3,0
1268,F,46,Single,3,Less than $50K,Silver,2258.0,4,34,1600,0.709,4275,76,4,3,0
1269,M,47,Married,1,$110K and Over,Silver,27858.0,3,41,1314,0.047,1772,53,4,1,0
1270,M,52,Married,3,$90K - $110K,Silver,6849.0,5,43,2126,0.31,1651,43,2,2,0
1271,F,39,Unknown,2,Less than $50K,Silver,1438.3,4,36,0,0.0,1338,28,4,3,1
1272,M,36,Married,3,$50K - $70K,Silver,3645.0,6,25,2517,0.691,4142,74,4,2,0
1273,M,51,Married,2,$110K and Over,Gold,34516.0,1,36,1702,0.049,8652,98,2,1,0
1274,M,52,Married,1,$50K - $70K,Silver,2937.0,2,36,1633,0.556,8235,102,3,2,0
1275,F,27,Single,1,Less than $50K,Silver,1553.0,3,36,723,0.466,1954,43,3,3,1
1276,F,35,Single,2,Less than $50K,Silver,2942.0,3,36,2100,0.714,4548,71,1,2,0
1277,F,53,Single,4,$50K - $70K,Silver,6058.0,1,43,0,0.0,4754,60,2,3,1
1278,F,46,Married,4,Less than $50K,Silver,3773.0,5,37,1972,0.523,1528,25,2,3,0
1279,M,38,Married,3,Less than $50K,Gold,10343.0,3,27,2070,0.2,14805,115,3,2,0
1280,F,44,Married,3,Less than $50K,Gold,12944.0,3,36,1200,0.093,16161,105,2,3,0
1281,F,44,Single,5,Less than $50K,Silver,1491.0,1,37,0,0.0,1970,46,4,2,1
1282,M,44,Married,2,$90K - $110K,Silver,8241.0,5,37,0,0.0,4436,79,1,3,0
1283,M,53,Single,4,$50K - $70K,Silver,2300.0,4,36,0,0.0,4527,79,3,5,0
1284,F,53,Single,1,$50K - $70K,Silver,4930.0,3,39,2227,0.452,4224,77,2,3,0
1285,F,41,Single,1,$50K - $70K,Silver,2667.0,4,36,0,0.0,4399,54,3,3,0
1286,F,40,Married,1,Less than $50K,Silver,3680.0,5,28,0,0.0,2725,41,3,2,1
1287,M,46,Divorced,2,$90K - $110K,Silver,2770.0,3,30,1286,0.464,2920,74,3,3,0
1288,F,41,Unknown,3,Unknown,Silver,13733.0,2,36,0,0.0,1591,30,1,3,1
1289,F,58,Married,0,Unknown,Silver,4377.0,6,36,1500,0.343,3900,62,1,3,0
1290,F,34,Single,2,Less than $50K,Silver,5015.0,6,21,1671,0.333,3161,77,3,1,0
1291,F,57,Single,2,$50K - $70K,Gold,19482.0,6,36,1072,0.055,1421,22,0,3,0
1292,F,50,Single,1,Less than $50K,Silver,2422.0,1,36,502,0.207,2548,46,4,3,1
1293,F,37,Single,1,Unknown,Silver,6730.0,3,36,1093,0.162,4814,89,3,2,0
1294,M,48,Single,2,$90K - $110K,Silver,11656.0,6,36,1677,0.144,1441,32,3,3,0
1295,M,62,Unknown,0,$90K - $110K,Silver,29100.0,5,56,1228,0.042,5041,74,2,3,0
1296,M,51,Married,2,$110K and Over,Silver,10984.0,1,40,1429,0.13,7850,85,1,3,0
1297,F,38,Single,2,Less than $50K,Silver,3775.0,2,32,0,0.0,2031,36,3,3,1
1298,M,54,Single,1,$70K - $90K,Silver,14948.0,5,48,2158,0.144,3094,56,3,2,0
1299,F,32,Single,2,Less than $50K,Gold,14143.0,4,23,1472,0.104,13785,117,2,2,0
1300,F,65,Married,0,Less than $50K,Silver,3094.0,4,56,2266,0.732,1591,37,4,1,0
1301,F,41,Single,3,Less than $50K,Silver,1966.0,4,29,1452,0.739,4666,74,3,2,0
1302,M,42,Single,2,$90K - $110K,Silver,29195.0,4,30,892,0.031,4411,67,1,2,0
1303,M,52,Single,2,$110K and Over,Silver,34516.0,4,46,0,0.0,4037,87,4,2,0
1304,F,45,Married,2,Less than $50K,Silver,2490.0,1,27,1059,0.425,12257,101,2,2,0
1305,M,58,Single,1,$50K - $70K,Silver,3880.0,3,52,2517,0.649,3163,65,3,2,0
1306,F,31,Single,2,Unknown,Silver,3288.0,5,25,2495,0.759,4370,83,1,3,0
1307,F,54,Single,1,Less than $50K,Silver,1572.0,1,36,985,0.627,4148,54,2,3,1
1308,M,48,Unknown,5,$70K - $90K,Silver,4100.0,4,36,1956,0.477,3584,61,2,1,0
1309,F,46,Divorced,2,Less than $50K,Silver,1438.3,4,36,0,0.0,4311,77,1,3,0
1310,M,29,Single,0,$110K and Over,Silver,11722.0,2,22,0,0.0,8302,78,3,2,1
1311,M,36,Married,2,$110K and Over,Silver,34516.0,3,36,939,0.027,15552,107,2,1,0
1312,F,54,Single,3,Less than $50K,Silver,9256.0,6,42,1999,0.216,1446,37,0,1,0
1313,F,38,Single,2,Less than $50K,Silver,2569.0,2,33,1288,0.501,4126,56,2,1,0
1314,F,53,Married,1,Less than $50K,Silver,3445.0,6,47,1074,0.312,1074,31,2,1,0
1315,F,50,Married,3,Less than $50K,Silver,1572.0,2,36,0,0.0,2447,41,3,3,1
1316,M,32,Single,2,$50K - $70K,Silver,2235.0,6,20,1638,0.733,2905,56,4,3,0
1317,F,39,Married,1,$50K - $70K,Silver,2909.0,6,30,1274,0.438,1532,26,2,1,0
1318,M,55,Single,3,$110K and Over,Silver,31636.0,3,42,2517,0.08,4231,68,2,3,0
1319,F,51,Single,3,$50K - $70K,Silver,2585.0,3,36,1847,0.715,3480,64,4,3,0
1320,F,35,Single,0,Less than $50K,Silver,2300.0,5,25,0,0.0,1485,34,4,3,0
1321,M,51,Married,1,$110K and Over,Diamond,34516.0,2,37,2417,0.07,13021,117,1,3,0
1322,M,43,Divorced,1,$70K - $90K,Silver,1783.0,4,25,1014,0.569,3861,81,3,3,0
1323,F,52,Single,2,Less than $50K,Silver,2370.0,3,36,1490,0.629,4751,80,2,2,0
1324,F,53,Single,1,$50K - $70K,Silver,6605.0,5,47,1479,0.224,2017,47,2,3,0
1325,M,29,Married,1,$50K - $70K,Silver,1438.3,3,36,0,0.0,2144,41,3,1,0
1326,F,60,Single,1,Unknown,Silver,7359.0,3,50,0,0.0,2869,43,3,6,1
1327,M,44,Single,3,$90K - $110K,Silver,34516.0,6,29,1259,0.036,3275,67,1,3,0
1328,F,53,Single,3,Less than $50K,Silver,1438.3,5,40,661,0.46,4463,87,3,2,0
1329,M,43,Single,2,$110K and Over,Silver,33913.0,5,34,0,0.0,4160,76,4,3,0
1330,F,59,Single,0,Unknown,Silver,5402.0,5,46,892,0.165,4770,83,4,1,0
1331,M,54,Married,2,$90K - $110K,Silver,5774.0,6,43,1519,0.263,4444,70,2,3,0
1332,M,53,Single,1,$90K - $110K,Silver,8154.0,6,38,996,0.122,1379,26,2,2,0
1333,M,61,Single,1,$70K - $90K,Silver,2201.0,5,46,1138,0.517,1199,32,2,3,0
1334,F,48,Divorced,1,Less than $50K,Silver,4006.0,6,36,1646,0.411,5006,89,0,3,0
1335,M,33,Single,2,$50K - $70K,Silver,9371.0,5,25,1541,0.164,2518,67,2,2,0
1336,F,62,Married,0,Unknown,Silver,9050.0,6,52,1538,0.17,1542,43,2,3,0
1337,F,35,Unknown,1,Unknown,Silver,4460.0,2,36,0,0.0,5473,79,2,3,1
1338,F,40,Single,4,Less than $50K,Silver,1768.0,5,31,1242,0.702,4439,65,3,2,0
1339,F,44,Unknown,2,Unknown,Diamond,34516.0,3,35,0,0.0,2227,44,3,3,1
1340,F,48,Married,2,Unknown,Silver,10514.0,4,42,1494,0.142,4949,76,0,2,0
1341,M,55,Divorced,2,$110K and Over,Silver,16828.0,5,46,2517,0.15,4939,63,2,3,0
1342,M,57,Single,2,$90K - $110K,Silver,34516.0,5,53,2099,0.061,1233,26,4,2,0
1343,M,41,Single,2,$70K - $90K,Diamond,34516.0,2,36,687,0.02,4822,57,3,3,1
1344,M,41,Divorced,3,$70K - $90K,Silver,20749.0,2,33,2171,0.105,4754,77,2,2,0
1345,M,51,Married,3,$90K - $110K,Silver,9959.0,1,41,2068,0.208,13810,124,3,3,0
1346,F,58,Married,2,$50K - $70K,Silver,6175.0,3,49,1166,0.189,1417,25,3,1,0
1347,M,57,Single,1,$90K - $110K,Silver,7976.0,4,53,585,0.073,4082,74,3,1,0
1348,M,39,Married,1,Less than $50K,Gold,14135.0,4,30,630,0.045,13703,99,3,3,0
1349,F,62,Unknown,1,Less than $50K,Gold,12590.0,6,36,931,0.074,4182,78,3,1,0
1350,F,45,Single,3,Less than $50K,Silver,4753.0,5,36,0,0.0,3895,71,3,2,0
1351,F,44,Single,5,Less than $50K,Silver,2003.0,4,24,1224,0.611,1756,42,3,3,0
1352,F,52,Unknown,3,$50K - $70K,Silver,10859.0,5,45,1710,0.157,3987,64,0,2,0
1353,F,46,Married,3,Unknown,Silver,13095.0,3,40,1836,0.14,1552,32,3,4,0
1354,F,39,Married,2,Less than $50K,Silver,3471.0,5,26,2517,0.725,1771,34,2,3,0
1355,M,44,Married,1,Less than $50K,Silver,6130.0,5,33,808,0.132,3411,78,2,2,0
1356,M,48,Married,4,$70K - $90K,Silver,16575.0,6,30,0,0.0,3982,77,3,3,0
1357,F,46,Married,3,$50K - $70K,Silver,5542.0,2,37,0,0.0,8246,59,4,3,1
1358,M,41,Married,4,Less than $50K,Silver,1614.0,3,30,700,0.434,4293,87,2,2,0
1359,M,45,Married,2,$110K and Over,Gold,34516.0,4,38,1406,0.041,3342,63,3,2,0
1360,M,55,Single,2,Less than $50K,Silver,3897.0,2,44,1247,0.32,3681,62,2,2,0
1361,M,46,Single,2,Less than $50K,Silver,3818.0,5,36,1142,0.299,14731,113,0,1,0
1362,F,55,Married,1,$50K - $70K,Silver,4589.0,5,46,1622,0.353,1569,33,4,4,0
1363,M,34,Single,2,$70K - $90K,Silver,9719.0,2,36,2517,0.259,9183,51,2,3,1
1364,M,62,Single,1,$70K - $90K,Silver,13284.0,4,54,607,0.046,4942,76,4,1,0
1365,F,41,Single,2,Less than $50K,Silver,2892.0,2,36,2517,0.87,2257,48,3,2,1
1366,F,52,Married,0,Unknown,Silver,7608.0,6,37,2373,0.312,4921,81,2,2,0
1367,M,50,Married,1,$90K - $110K,Silver,16813.0,3,45,1185,0.07,1482,46,2,2,0
1368,F,50,Married,2,Unknown,Silver,19962.0,2,40,0,0.0,14703,119,2,3,0
1369,F,64,Single,1,$50K - $70K,Silver,5152.0,5,56,948,0.184,4074,72,4,2,0
1370,F,37,Married,1,$50K - $70K,Silver,6469.0,5,30,2351,0.363,1717,50,4,3,0
1371,M,41,Single,2,$110K and Over,Silver,34516.0,2,24,1022,0.03,8202,88,1,2,0
1372,F,47,Married,4,Less than $50K,Silver,2447.0,3,37,1973,0.806,4784,75,3,1,0
1373,M,56,Married,2,$50K - $70K,Silver,4458.0,4,50,1880,0.422,1424,29,3,2,0
1374,F,53,Married,5,Less than $50K,Silver,4021.0,1,42,1745,0.434,14567,120,2,2,0
1375,M,40,Married,3,$50K - $70K,Silver,2313.0,3,36,0,0.0,2249,42,4,3,1
1376,M,35,Single,3,$90K - $110K,Silver,11521.0,4,28,1147,0.1,2260,68,2,2,0
1377,F,55,Single,2,Less than $50K,Silver,6347.0,5,47,0,0.0,1161,44,2,3,0
1378,M,53,Married,1,$50K - $70K,Silver,3146.0,1,43,0,0.0,1868,38,3,2,1
1379,M,47,Single,3,$50K - $70K,Silver,5154.0,3,36,1407,0.273,1694,32,2,6,0
1380,F,57,Single,3,Unknown,Silver,1678.0,5,36,1162,0.692,4402,87,1,1,0
1381,M,47,Married,4,$90K - $110K,Silver,18178.0,6,34,0,0.0,1837,37,3,3,1
1382,F,51,Single,1,Less than $50K,Silver,3236.0,4,42,0,0.0,3952,80,3,3,0
1383,F,48,Married,5,Less than $50K,Silver,1438.3,3,40,665,0.462,4100,84,3,3,0
1384,F,55,Married,2,Less than $50K,Silver,2216.0,5,42,1034,0.467,1540,36,3,3,0
1385,M,62,Single,0,$70K - $90K,Silver,3933.0,6,36,0,0.0,3048,54,3,1,0
1386,M,56,Married,2,$70K - $90K,Silver,2043.0,3,44,1928,0.944,2311,57,2,1,0
1387,M,37,Married,1,$70K - $90K,Silver,18951.0,6,19,1243,0.066,2874,58,2,1,0
1388,M,33,Married,3,$90K - $110K,Silver,7140.0,6,36,0,0.0,916,18,5,3,1
1389,F,63,Single,1,$50K - $70K,Silver,3071.0,5,56,2044,0.666,4433,68,2,3,0
1390,M,44,Married,2,$110K and Over,Silver,6176.0,2,31,905,0.147,15102,95,3,1,0
1391,M,65,Single,0,Less than $50K,Silver,2644.0,3,54,1691,0.64,3495,70,5,1,0
1392,M,40,Single,5,$70K - $90K,Silver,2742.0,6,27,1416,0.516,1539,38,2,1,0
1393,F,34,Single,2,Less than $50K,Silver,5387.0,3,29,795,0.148,2596,59,0,1,0
1394,M,38,Married,2,$90K - $110K,Silver,17162.0,4,24,773,0.045,2457,54,5,1,0
1395,F,43,Single,1,Unknown,Silver,5700.0,3,30,1904,0.334,7939,95,0,2,0
1396,M,33,Married,1,$90K - $110K,Silver,9819.0,3,26,1200,0.122,2198,40,2,2,0
1397,F,44,Single,4,$50K - $70K,Silver,3657.0,1,34,0,0.0,14802,95,3,3,0
1398,F,48,Married,3,Less than $50K,Silver,2490.0,2,36,1582,0.635,7719,86,1,2,0
1399,M,30,Married,1,Less than $50K,Silver,7173.0,5,17,1227,0.171,1793,33,2,1,0
